 Candidate State, Age Range, Sex, Study area, Study Title, Years Experience, Sector, event_type__val,Expected Ral, Residence State, Residence Italian Region, European Residence
Hired,late 20s,Female,Economic - Statistics,Three-year degree,between 1 and 3,Others,BM interview,Not Given,ITALY,Piedmont,Yes
Hired,late 30s,Male,Information Engineering,Five-year degree,more than 10,Services and Information Systems,BM interview,40-42 K,ITALY,Lombardy,Yes
Hired,more than 45 years,Male,Telecommunications Engineering,Five-year degree,more than 10,Consulting,HR interview,+ 50 K,ITALY,Lombardy,Yes
In selection,early 30s,Male,Mechanical engineering,Five-year degree,none,Others,BM interview,Not Given,ITALY,Friuli Venezia Giulia,Yes
Hired,early 30s,Male,computer engineering,Five-year degree,between 1 and 3,Services and Information Systems,Contact note,28-30 K,ITALY,Lombardy,Yes
Hired,more than 45 years,Male,Electrical Engineering,Five-year degree,between 7 and 10,Space,BM interview,Not Given,ITALY,Lombardy,Yes
Hired,less than 20 years,Male,Informatics,Three-year degree,between 1 and 3,Services and Information Systems,Sending SC to customer,Not Given,ITALY,Sicily,Yes
Hired,late 30s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,more than 10,Consulting,BM interview,30-32 K,ITALY,Lombardy,Yes
In selection,early 40s,Male,Scientific maturity,High school graduation,more than 10,Services and Information Systems,Contact note,36-38 K,ITALY,Piedmont,Yes
In selection,early 30s,Male,Biomedical Engineering,Five-year degree,between 3 and 5,Railway,Contact note,32-34 K,ITALY,Abruzzo,Yes
Hired,early 40s,Male,Informatics,Three-year degree,more than 10,Services and Information Systems,Sending SC to customer,30-32 K,ITALY,Tuscany,Yes
First contact,early 40s,Male,Mechanical engineering,Five-year degree,more than 10,Machining - Heavy Industry,Not Specified,Not Given,ITALY,Lazio,Yes
In selection,late 20s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,between 3 and 5,Others,BM interview,Not Given,ITALY,Tuscany,Yes
First contact,early 40s,Male,computer engineering,Five-year degree,more than 10,Services and Information Systems,Contact note,+ 50 K,ITALY,Lazio,Yes
Economic proposal,early 30s,Male,Chemist - Pharmaceutical,High school graduation,between 7 and 10,Oil and Gas,Research association,32-34 K,ITALY,Lombardy,Yes
QM,early 30s,Male,electronic Engineering,Five-year degree,between 3 and 5,Services and Information Systems,Contact note,32-34 K,ITALY,Campania,Yes
Hired,early 30s,Male,Automotive Engineering,master's degree,between 7 and 10,Machining - Heavy Industry,Contact note,Not Given,ITALY,Lazio,Yes
Hired,late 30s,Female,Biomedical Engineering,Five-year degree,between 7 and 10,Life sciences,Sending SC to customer,38-40 K,ITALY,Emilia Romagna,Yes
In selection,late 20s,Female,chemical engineering,Five-year degree,between 3 and 5,Oil and Gas,Sending SC to customer,26-28 K,ITALY,Emilia Romagna,Yes
Economic proposal,more than 45 years,Male,Political-Social,Five-year degree,more than 10,Oil and Gas,Qualification Meeting,Not Given,ITALY,Lazio,Yes
Hired,late 20s,Male,Other humanities subjects,Three-year degree,none,Others,BM interview,Not Given,ITALY,Emilia Romagna,Yes
In selection,late 20s,Male,Automation/Mechatronics Engineering,Five-year degree,none,Others,Contact note,Not Given,ITALY,Lombardy,Yes
In selection,early 30s,Male,Informatics,Five-year degree,between 3 and 5,Telecom,Research association,Not Given,ITALY,Abruzzo,Yes
Hired,late 20s,Female,Scientific maturity,High school graduation,between 3 and 5,Others,BM interview,Not Given,ITALY,Lazio,Yes
QM,early 40s,Male,Other,master's degree,more than 10,Oil and Gas,Qualification Meeting,48-50 K,OMAN,Not Italian Region,No
Hired,late 20s,Female,Biomedical Engineering,Five-year degree,between 0 and 1,Life sciences,BM interview,24-26 K,ITALY,Emilia Romagna,Yes
Hired,early 40s,Male,computer engineering,Five-year degree,more than 10,Services and Information Systems,HR interview,36-38 K,ITALY,Lazio,Yes
Hired,early 40s,Male,electronic Engineering,Three-year degree,between 5 and 7,Others,BM interview,26-28 K,ITALY,Campania,Yes
Hired,more than 45 years,Male,Other scientific subjects,Five-year degree,more than 10,Others,HR interview,+ 50 K,ITALY,Sicily,Yes
Hired,early 40s,Female,Telecommunications Engineering,Five-year degree,between 7 and 10,Telecom,Qualification Meeting,28-30 K,ITALY,Lazio,Yes
Hired,early 40s,Male,electronic Engineering,Five-year degree,more than 10,Consulting,BM interview,Not Given,ITALY,Lazio,Yes
Hired,early 30s,Female,Geo-Biological,Five-year degree,between 0 and 1,Others,BM interview,Not Given,ITALY,Lazio,Yes
Hired,late 30s,Male,Aeronautical/Aerospace/Astronautics Engineering,master's degree,between 3 and 5,Others,HR interview,38-40 K,ITALY,Lazio,Yes
In selection,late 30s,Female,Mechanical engineering,Five-year degree,more than 10,Automotive,HR interview,Not available,ITALY,Campania,Yes
In selection,early 30s,Male,Automotive Engineering,Five-year degree,none,Not Specified,Contact note,Not Given,ITALY,Piedmont,Yes
Hired,late 20s,Male,Biomedical Engineering,Five-year degree,between 1 and 3,Life sciences,BM interview,Not Given,ITALY,Emilia Romagna,Yes
Hired,early 30s,Female,Biomedical Engineering,Five-year degree,between 1 and 3,Others,CV request,Not Given,ITALY,Piedmont,Yes
First contact,early 30s,Male,electronic Engineering,Five-year degree,between 3 and 5,Others,Contact note,Not available,ITALY,Sicily,Yes
In selection,late 20s,Female,computer engineering,Five-year degree,between 1 and 3,Automotive,BM interview,Not Given,ITALY,Puglia,Yes
First contact,early 30s,Male,Mechanical engineering,Five-year degree,between 1 and 3,Automotive,Contact note,34-36 K,ITALY,Piedmont,Yes
Hired,early 30s,Male,Mechanical engineering,Five-year degree,none,Not Specified,BM interview,Not Given,ITALY,Piedmont,Yes
Hired,late 20s,Male,Mechanical engineering,Five-year degree,none,Others,CV request,Not Given,ITALY,Puglia,Yes
Hired,early 30s,Female,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,more than 10,Space,BM interview,Not Given,ITALY,Molise,Yes
First contact,late 30s,Male,computer engineering,Five-year degree,between 7 and 10,Services and Information Systems,Research association,38-40 K,ITALY,Lazio,Yes
QM,more than 45 years,Male,Surveyor,High school graduation,more than 10,Oil and Gas,BM interview,Not Given,ITALY,Sicily,Yes
Hired,less than 20 years,Female,Electrical Engineering,Five-year degree,more than 10,Space,BM interview,34-36 K,ITALY,Abruzzo,Yes
Economic proposal,more than 45 years,Male,Civil/Civil and Environmental Engineering,Five-year degree,more than 10,Oil and Gas,BM interview,+ 50 K,ITALY,Abruzzo,Yes
Hired,early 30s,Male,Mechanical engineering,Five-year degree,between 3 and 5,Machining - Heavy Industry,BM interview,Not Given,ITALY,Lombardy,Yes
Hired,early 30s,Male,Biomedical Engineering,Five-year degree,between 1 and 3,Others,Technical interview,Not Given,ITALY,Campania,Yes
Hired,early 30s,Female,Political-Social,Three-year degree,between 3 and 5,Life sciences,BM interview,Not Given,ITALY,Tuscany,Yes
QM,more than 45 years,Male,chemical engineering,Five-year degree,more than 10,Oil and Gas,Sending SC to customer,+ 50 K,QATAR,Not Italian Region,No
Hired,late 30s,Male,electronic Engineering,Three-year degree,between 5 and 7,Others,BM interview,42-44 K,ITALY,Lombardy,Yes
Hired,less than 20 years,Male,industrial engineering,Three-year degree,between 3 and 5,Automotive,BM interview,26-28 K,ITALY,Piedmont,Yes
Hired,early 40s,Male,Geo-Biological,master's degree,more than 10,Life sciences,Contact note,Not Given,ITALY,Lazio,Yes
In selection,late 20s,Male,Chemist - Pharmaceutical,Five-year degree,between 3 and 5,Life sciences,BM interview,Not available,ITALY,Emilia Romagna,Yes
In selection,early 30s,Male,Mechanical engineering,Five-year degree,between 3 and 5,Consulting,BM interview,Not Given,ITALY,Campania,Yes
In selection,less than 20 years,Male,electronic Engineering,Five-year degree,between 7 and 10,Others,Sending SC to customer,Not Given,ITALY,Piedmont,Yes
QM,early 30s,Male,Automation/Mechatronics Engineering,Five-year degree,between 1 and 3,Automotive,Candidate notification,Not Given,ITALY,Campania,Yes
Hired,late 30s,Female,computer engineering,Five-year degree,between 0 and 1,Services and Information Systems,BM interview,Not Given,ITALY,Campania,Yes
QM,late 20s,Male,computer engineering,Three-year degree,between 7 and 10,Services and Information Systems,BM interview,Not Given,ITALY,Campania,Yes
In selection,late 30s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,between 7 and 10,Others,HR interview,Not Given,ITALY,Tuscany,Yes
Hired,late 20s,Male,Automation/Mechatronics Engineering,Five-year degree,none,Others,BM interview,Not Given,ITALY,Lombardy,Yes
Economic proposal,more than 45 years,Female,Materials Science and Engineering,Three-year degree,more than 10,Oil and Gas,HR interview,42-44 K,ITALY,Sardinia,Yes
In selection,more than 45 years,Male,computer engineering,Five-year degree,more than 10,Others,Contact note,Not Given,ITALY,Campania,Yes
Hired,late 30s,Male,Telecommunications Engineering,Three-year degree,between 5 and 7,Telecom,BM interview,Not Given,ITALY,Lazio,Yes
Hired,late 30s,Male,computer engineering,Doctorate,more than 10,Consulting,HR interview,34-36 K,ITALY,Lombardy,Yes
In selection,early 40s,Male,Other scientific subjects,High school graduation,more than 10,Others,Candidate notification,Not Given,ITALY,Abruzzo,Yes
Hired,early 30s,Male,Biomedical Engineering,Five-year degree,between 1 and 3,Consulting,BM interview,Not Given,ITALY,Veneto,Yes
Hired,late 30s,Male,Other scientific subjects,High school graduation,more than 10,Oil and Gas,BM interview,Not Given,ITALY,Puglia,Yes
Hired,early 30s,Female,Psychology,Five-year degree,between 3 and 5,Consulting,BM interview,Not Given,ITALY,Lombardy,Yes
Hired,more than 45 years,Male,Mechanical engineering,Five-year degree,more than 10,Oil and Gas,Not Specified,Not Given,ITALY,Piedmont,Yes
Economic proposal,late 30s,Male,Surveyor,High school graduation,more than 10,Oil and Gas,Sending SC to customer,30-32 K,ITALY,Abruzzo,Yes
Hired,early 40s,Male,Other,High school graduation,more than 10,Oil and Gas,BM interview,30-32 K,ITALY,Puglia,Yes
Hired,late 20s,Male,Automation/Mechatronics Engineering,Five-year degree,between 1 and 3,Consulting,Contact note,Not Given,ITALY,Umbria,Yes
Hired,early 40s,Male,Biomedical Engineering,Five-year degree,between 7 and 10,Life sciences,BM interview,Not Given,ITALY,Emilia Romagna,Yes
Hired,more than 45 years,Male,Other scientific subjects,Five-year degree,more than 10,Consulting,Not Specified,Not Given,ITALY,Lombardy,Yes
Hired,more than 45 years,Female,Linguistics,Three-year degree,more than 10,Oil and Gas,BM interview,38-40 K,ITALY,Lombardy,Yes
In selection,early 40s,Male,Telecommunications Engineering,Five-year degree,more than 10,Telecom,BM interview,Not Given,ITALY,Lombardy,Yes
Hired,late 30s,Male,Agriculture and veterinary,High school graduation,more than 10,Energy,HR interview,Not Given,ITALY,Piedmont,Yes
Hired,early 40s,Female,Literary,Five-year degree,more than 10,Telecom,HR interview,44-46 K,ITALY,Lombardy,Yes
Hired,more than 45 years,Male,Other,High school graduation,more than 10,Machining - Heavy Industry,Not Specified,28-30 K,MEXICO,Not Italian Region,No
In selection,early 30s,Female,Biomedical Engineering,Five-year degree,between 1 and 3,Life sciences,Contact note,Not Given,ITALY,Lazio,Yes
Hired,more than 45 years,Male,Humanistic high school diploma,High school graduation,more than 10,Oil and Gas,BM interview,Not Given,ITALY,Piedmont,Yes
Hired,more than 45 years,Male,industrial engineering,High school graduation,more than 10,Life sciences,BM interview,28-30 K,ITALY,Lombardy,Yes
In selection,late 20s,Male,computer engineering,Five-year degree,between 5 and 7,Automotive,HR interview,Not available,ITALY,Piedmont,Yes
First contact,early 30s,Male,Aeronautical/Aerospace/Astronautics Engineering,Doctorate,between 1 and 3,Others,CV request,Not Given,ITALY,Piedmont,Yes
QM,late 20s,Male,Automation/Mechatronics Engineering,Five-year degree,between 3 and 5,Others,BM interview,Not available,ITALY,Piedmont,Yes
Hired,more than 45 years,Male,Other,Middle school diploma,more than 10,Oil and Gas,HR interview,28-30 K,ITALY,Sicily,Yes
Hired,more than 45 years,Male,Other,High school graduation,more than 10,Others,HR interview,Not Given,ITALY,Friuli Venezia Giulia,Yes
In selection,more than 45 years,Male,Surveyor,High school graduation,more than 10,Oil and Gas,Contact note,Not available,ITALY,Puglia,Yes
Hired,more than 45 years,Male,Other,High school graduation,more than 10,Machining - Heavy Industry,HR interview,22-24 K,ITALY,Friuli Venezia Giulia,Yes
In selection,more than 45 years,Female,Linguistics,Five-year degree,more than 10,Oil and Gas,Candidate notification,Not Given,ITALY,Lombardy,Yes
Hired,late 30s,Female,industrial engineering,master's degree,between 3 and 5,Oil and Gas,Contact note,Not Given,ITALY,Piedmont,Yes
Hired,more than 45 years,Male,Other,High school graduation,more than 10,Oil and Gas,Contact note,Not Given,ITALY,Piedmont,Yes
In selection,late 20s,Male,computer engineering,Five-year degree,between 3 and 5,Aeronautics,BM interview,Not Given,ITALY,Tuscany,Yes
First contact,late 20s,Male,electronic Engineering,Five-year degree,between 0 and 1,Consulting,CV request,Not Given,ITALY,Puglia,Yes
In selection,late 20s,Male,computer engineering,Three-year degree,none,Others,HR interview,Not Given,ITALY,Puglia,Yes
First contact,late 20s,Female,Biomedical Engineering,Five-year degree,none,Life sciences,CV request,Not available,ITALY,Puglia,Yes
First contact,late 20s,Male,Mechanical engineering,Three-year degree,between 0 and 1,Not Specified,Contact note,Not Given,ITALY,Puglia,Yes
In selection,late 20s,Male,Automotive Engineering,Five-year degree,between 0 and 1,Others,BM interview,Not Given,ITALY,Puglia,Yes
First contact,late 20s,Male,Mechanical engineering,Five-year degree,none,Others,Candidate notification,Not Given,ITALY,Puglia,Yes
First contact,late 20s,Male,Mechanical engineering,Five-year degree,none,Others,CV request,26-28 K,ITALY,Puglia,Yes
Hired,late 20s,Male,Automotive Engineering,Five-year degree,between 1 and 3,Automotive,CV request,30-32 K,ITALY,Emilia Romagna,Yes
First contact,late 20s,Male,Mechanical engineering,Three-year degree,between 0 and 1,Automotive,Contact note,Not available,ITALY,Puglia,Yes
In selection,late 20s,Male,Automotive Engineering,Five-year degree,between 0 and 1,Automotive,CV request,36-38 K,ITALY,Emilia Romagna,Yes
First contact,early 30s,Male,Mechanical engineering,Five-year degree,between 1 and 3,Not Specified,Contact note,Not Given,ITALY,Puglia,Yes
In selection,late 20s,Male,Mechanical engineering,Five-year degree,between 1 and 3,Automotive,BM interview,32-34 K,ITALY,Puglia,Yes
In selection,early 30s,Male,Mechanical engineering,Five-year degree,between 3 and 5,Others,Contact note,Not Given,ITALY,Puglia,Yes
In selection,late 20s,Male,Electrical Engineering,Three-year degree,between 1 and 3,Automotive,BM interview,Not Given,ITALY,Puglia,Yes
In selection,late 20s,Male,Electrical Engineering,Three-year degree,between 1 and 3,Not Specified,Contact note,Not Given,ITALY,Puglia,Yes
Hired,late 20s,Male,Mechanical engineering,Five-year degree,between 0 and 1,Railway,CV request,Not Given,ITALY,Puglia,Yes
Hired,late 20s,Male,Mechanical engineering,Three-year degree,none,Others,Contact note,Not Given,ITALY,Puglia,Yes
Hired,late 20s,Female,Mechanical engineering,Three-year degree,between 1 and 3,Automotive,CV request,Not Given,ITALY,Puglia,Yes
In selection,late 20s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,between 0 and 1,Not Specified,BM interview,30-32 K,ITALY,Puglia,Yes
First contact,late 20s,Male,Mechanical engineering,Five-year degree,between 3 and 5,Others,CV request,Not Given,ITALY,Puglia,Yes
First contact,late 20s,Female,Mechanical engineering,Three-year degree,between 3 and 5,Life sciences,Contact note,Not available,ITALY,Puglia,Yes
First contact,late 20s,Male,Mechanical engineering,Three-year degree,between 0 and 1,Automotive,Contact note,28-30 K,ITALY,Puglia,Yes
